10;2;0001;COBERTURA DO DEFICIT ATUARIAL;Garantir o equilíbrio financeiro e atuarial do regime de previdência própria do município.;COBERTURA DO DEFICIT ATUARIAL                     ;Ano(s);
12;02;00401;04;122;0002;0001;    ;1,00;1,00;1,00;1,00;305000,00;1005000,00;955000,00;1450001,00;
12;02;00301;04;123;0009;0001;    ;1,00;1,00;1,00;1,00;800402,00;836420,00;874059,00;913392,00;
10;2;0001;AMORTIZAÇÃO E ENCARGOS DA DÍVIDA INTERNA;Viabilizar o pagamento das dívidas contraídas e consequentes encargos visando cumprir a legislação vigente e contratos firmados pela administração.;UNIDADE FAZENDÁRIA ESTRUTURADA                    ;Unidade;
12;02;00401;04;122;0002;0001;    ;1,00;1,00;1,00;1,00;305000,00;1005000,00;955000,00;1450001,00;
12;02;00301;04;123;0009;0001;    ;1,00;1,00;1,00;1,00;800402,00;836420,00;874059,00;913392,00;
10;2;0002;AMORTIZAÇÃO E ENCARGOS DA DÍVIDA INTERNA;Viabilizar o pagamento das dívidas contraídas e consequentes encargos visando cumprir a legislação vigente e contratos firmados pela administração.;AMORTIZAÇÃO DA DÍVIDA                             ;Unidade;
12;02;00301;04;123;0057;0002;    ;0,00;0,00;1,00;1,00;2024000,00;1779000,00;1290000,00;1340003,00;
12;02;00401;04;122;0003;0002;    ;70,00;70,00;70,00;70,00;1521001,00;1589446,00;1660971,00;1735715,00;
10;2;0002;COBERTURA DE DÉFICIT ATUARIAL;Garantir o equilíbrio financeiro e atuarial do regime de previdência própria do município;COBERTURA DO DEFICIT ATUARIAL                     ;Unidade;
12;02;00301;04;123;0057;0002;    ;0,00;0,00;1,00;1,00;2024000,00;1779000,00;1290000,00;1340003,00;
12;02;00401;04;122;0003;0002;    ;70,00;70,00;70,00;70,00;1521001,00;1589446,00;1660971,00;1735715,00;
10;2;0009;RESERVA DE CONTINGÊNCIA;Reservar  nos termos da lei de diretrizes orçamentárias  um montante de recursos especificamente destinados ao atendimento de passivos contingentes e outros riscos e eventos imprevistos  conferindo uma margem de segurança ao processo de execução orçamentária.;RESERVA DE CONTINGÊNCIA                           ;Unidade;
12;02;09999;99;999;9999;0009;    ;0,00;0,00;1,00;1,00;470000,00;450000,00;400000,00;230000,00;
10;2;0099;RESERVA DO RPPS;Constituir reserva orçamentária do exercício para suportar déficits futuros  em que as receitas previstas serão menores que as despesas em cada exercício  visando garantir o pagamento dos benefícios previdenciários futuros.;RESERVA FINANCEIRA                                ;Unidade;
12;02;01501;99;997;9999;0099;    ;1,00;1,00;1,00;1,00;375000,00;391875,00;409509,00;427937,00;
10;2;0999;RESERVA DE CONTINGÊNCIA;Reservar  nos termos da lei de diretrizes orçamentárias  um montante de recursos especificamente destinados ao atendimento de passivos contingentes e outros riscos e eventos imprevistos  conferindo uma margem de segurança ao processo de execução orçamentária.;RESERVA DE CONTINGÊNCIA                           ;Unidade;
12;02;09999;99;999;0999;0999;    ;1,00;1,00;1,00;1,00;733452,00;766457,00;800948,00;836991,00;
10;2;1001;GESTÃO SEM PAPEL;Digitalizar e gerir documentos eletrônicos para aumentar a transparência e controle da rotina administrativa;DOCUMENTO ELETRÔNICO DISPONIBILIZADO              ;Unidade;
12;02;00401;04;122;0010;1001;    ;1,00;1,00;1,00;1,00;206001,00;215271,00;224958,00;235081,00;
12;02;01001;27;812;0003;1001;    ;32,00;34,00;36,00;38,00;51000,00;585400,00;72500,00;162005,00;
10;2;1001;CONSTRUÇÃO AMPLIAÇÃO E REESTRUTURAÇÃO DE ESPAÇOS ESPORTIVOS;Apoiar financeiramente a reforma e construção de instalações esportivas e de lazer e aquisição de toda a infraestrutura necessária para a modernização de espaços esportivos  com o objetivo de estimular a prática de atividade física e de esportes.;ESPAÇO REFORMADO/CONSTRUIDO                       ;Unidade;
12;02;00401;04;122;0010;1001;    ;1,00;1,00;1,00;1,00;206001,00;215271,00;224958,00;235081,00;
12;02;01001;27;812;0003;1001;    ;32,00;34,00;36,00;38,00;51000,00;585400,00;72500,00;162005,00;
10;2;1002;PROVISÃO DE RECURSOS HUMANOS;Prover a administração de mão de obra suficiente em termos quantitativos e para atender à demanda da sociedade bom-despachense por serviços públicos.;CONCURSO REALIZADO                                ;Unidade;
12;02;00401;04;122;0011;1002;    ;1,00;0,00;1,00;0,00;46000,00;48070,00;50233,00;52494,00;
12;02;01101;18;452;0005;1002;    ;60,00;140,00;1,00;1,00;600600,00;50000,00;50000,00;10000,00;
10;2;1002;IMPLANTAÇÃO DE ATERRO SANITÁRIO E RECICLAGEM;Dar destinação adequada aos resíduos sólidos recicláveis e não-recicláveis a fim de promover o reaproveitamento dos resíduos recicláveis e acomodar no solo resíduos não-recicláveis no menor espaço prático  causando o menor dano possível ao meio ambiente ou à saúde pública.;ATERRO SANITÁRIO E RECICLAGEM IMPLANTADA          ;Unidade;
12;02;00401;04;122;0011;1002;    ;1,00;0,00;1,00;0,00;46000,00;48070,00;50233,00;52494,00;
12;02;01101;18;452;0005;1002;    ;60,00;140,00;1,00;1,00;600600,00;50000,00;50000,00;10000,00;
10;2;1003;INFRAESTRUTURA DO ENSINO INFANTIL - CRECHE;Garantir o funcionamento adequado das unidades educacionais do ensino infantil creche, por meio do provimento adequado de infraestrutura física, operacional, segurança, tecnologias e acessibilidade. Alcançar as metas estabelecidas pelo PME.;ESCOLA ATENDIDA                                   ;Unidade;
12;02;00901;12;365;0026;1003;    ;6,00;7,00;7,00;7,00;1384999,00;1447324,00;1512454,00;1580515,00;
12;02;00501;13;392;0015;1003;    ;1,00;1,00;1,00;1,00;5500,00;0,00;0,00;0,00;
10;2;1003;DISSEMINAÇÃO DA POLÍTICA CULTURAL E DOS MEC. DE PRODUÇÃO;Difundir a política cultural e seus mecanismos de produção para proteção e desenvolvimento da cultura municipal.;POLÍTICA CULTURAL DIFUNDIDA                       ;Ano(s);
12;02;00901;12;365;0026;1003;    ;6,00;7,00;7,00;7,00;1384999,00;1447324,00;1512454,00;1580515,00;
12;02;00501;13;392;0015;1003;    ;1,00;1,00;1,00;1,00;5500,00;0,00;0,00;0,00;
10;2;1004;INFRAESTRUTURA DO ENSINO INFANTIL - PRÉ-ESCOLA;Garantir o funcionamento adequado das unidades educacionais do ensino infantil pré-escola, por meio do provimento adequado de infraestrutura física, operacional, segurança, tecnologias e acessibilidade, tais como obras, mobiliários, materiais, equipamentos entre outros. Alcançar as metas estabelecidas pelo PME.;ESCOLA ATENDIDA                                   ;Unidade;
12;02;00901;12;365;0027;1004;    ;5,00;5,00;5,00;5,00;20003,00;20903,00;21844,00;22827,00;
12;02;00801;15;541;0038;1004;    ;2530,00;2530,00;0,00;0,00;5500,00;2300,00;0,00;0,00;
10;2;1004;CERCAMENTO DA MATA;Assegurar  a proteção da mata do Batalhão para evitar queimadas  depredações e invasões.;CERCAMENTO REALIZADO                              ;Ano(s);
